X,Y,Z,SIGNAL_STRENGTH
-5,-310,576,40
-6,-318,600,48
-8,-466,905,48
-8,-464,914,56
-8,-471,942,56
-8,-457,927,32
-8,-443,914,72
-8,-428,896,56
-8,-435,923,64
-7,-413,892,64
-7,-413,904,40
-7,-402,954,32
-7,-380,916,48
-6,-366,898,32
-6,-354,882,56
-6,-358,908,64
-7,-371,959,64
-6,-356,934,64
-6,-353,944,40
-6,-360,978,48
-6,-342,966,40
-6,-339,976,48
-6,-322,941,48
-5,-299,910,56
-5,-291,903,72
-5,-289,916,48
-5,-277,894,56
-5,-277,913,48
-8,-445,1683,16
-4,-221,921,40
-4,-206,877,48
-4,-200,878,56
-3,-180,884,32
-3,-174,885,56
-3,-167,909,72
-3,-163,913,64
-3,-153,893,64
-3,-149,894,48
-3,-143,891,64
-2,-138,887,56
-2,-132,888,32
-2,-128,895,64
-2,-121,882,32
-2,-114,872,48
-2,-99,881,48
-2,-96,895,56
-2,-85,847,40
-1,-57,820,40
-1,-71,1360,24
0,-10,944,32
0,-5,952,56
0,0,958,56
0,5,904,48
0,10,897,40
0,15,920,32
0,24,863,40
1,29,872,56
1,38,946,56
1,44,943,56
1,49,935,40
1,70,1021,40
1,78,1038,56
1,83,1021,48
2,89,1017,56
2,96,1034,48
2,103,1038,48
2,120,972,48
2,135,1039,40
2,140,1035,32
2,133,905,48
3,147,962,48
3,164,1030,48
3,171,1035,24
3,167,975,40
3,170,956,64
3,171,903,48
3,184,934,48
3,191,943,40
3,191,914,48
5,286,1227,32
5,299,1246,40
5,300,1194,56
3,187,608,32
6,363,936,48
6,362,916,64
6,356,890,40
7,372,915,48
7,387,920,64
7,394,922,56
7,397,913,64
7,401,908,40
8,432,934,40
8,450,961,48
8,447,941,56
8,454,939,48
8,480,979,48
8,426,650,16
14,797,1048,32
17,961,1099,32
16,904,998,48
17,936,948,40
25,1438,1423,16
19,1052,947,32
18,992,881,48
18,1032,886,16
19,1091,916,40
20,1114,826,40
19,1085,700,40
19,1084,690,32
19,1099,656,48
19,1059,624,48
18,1033,592,48
19,1100,613,48
19,1084,587,24
18,1023,463,32
19,1075,459,48
17,941,389,64
16,916,372,56
16,910,363,64
16,900,353,64
16,925,356,40
16,919,348,64
16,913,340,40
16,925,332,56
16,913,322,56
16,915,317,32
16,916,311,64
16,894,298,32
16,911,298,56
16,901,288,48
16,905,284,32
16,917,281,56
16,923,278,40
16,916,269,56
